time,flux,cumulative_flux,normalised_flux,yCO2_bl,pressure
324781.30000019073,0.0044151984547506976,1168.3104635290658,0.9803639281110326,0.0005860393999999999,199.145
324791.30000019073,0.004419643492214565,1168.354659963988,0.981350917582364,0.0005866293999999999,199.145
324801.30000019073,0.004410753417286829,1168.3987674981609,0.9793769386397009,0.0005854494,198.923
324811.30100011826,0.004412975936018764,1168.4429016701772,0.9798704333753668,0.0005857443999999999,198.923
324821.30000019073,0.004412975936018764,1168.4870270168813,0.9798704333753668,0.0005857443999999999,198.701
324831.30000019073,0.0044151984547506976,1168.5311790014287,0.9803639281110326,0.0005860393999999999,199.145
324841.30000019073,0.004412975936018764,1168.5753087607889,0.9798704333753668,0.0005857443999999999,198.701
324851.30000019073,0.004424088529678434,1168.6195496460857,0.9823379070536958,0.0005872194,199.366
324861.30000019073,0.004417420973482631,1168.6637238558205,0.9808574228466983,0.0005863343999999999,198.923
324871.30000019073,0.0044218660109465,1168.70794251593,0.9818444123180299,0.0005869243999999999,198.923
324881.30000019073,0.004412975936018764,1168.7520722752902,0.9798704333753668,0.0005857443999999999,198.701
324891.30000019073,0.004410753417286829,1168.796179809463,0.9793769386397009,0.0005854494,198.923
324901.30000019073,0.004408530898554894,1168.8402651184485,0.9788834439040347,0.0005851543999999999,198.701
324911.30000019073,0.004417420973482631,1168.8844393281834,0.9808574228466983,0.0005863343999999999,198.923
324921.30000019073,0.004419643492214565,1168.9286357631056,0.981350917582364,0.0005866293999999999,198.701
324931.30000019073,0.0044218660109465,1168.972854423215,0.9818444123180299,0.0005869243999999999,198.923
324941.30000019073,0.004412975936018764,1169.0169841825752,0.9798704333753668,0.0005857443999999999,199.145
324951.30000019073,0.0044218660109465,1169.0612028426847,0.9818444123180299,0.0005869243999999999,199.145
324961.30000019073,0.004410753417286829,1169.1053103768575,0.9793769386397009,0.0005854494,198.701
324971.30000019073,0.004412975936018764,1169.1494401362177,0.9798704333753668,0.0005857443999999999,198.923
324981.30000019073,0.004412975936018764,1169.1935698955779,0.9798704333753668,0.0005857443999999999,198.923
324991.30000019073,0.0044151984547506976,1169.2377218801253,0.9803639281110326,0.0005860393999999999,199.145
325001.30000019073,0.004426311048410368,1169.2819849906093,0.9828314017893616,0.0005875144,198.923
325011.30000019073,0.004408530898554894,1169.326070299595,0.9788834439040347,0.0005851543999999999,198.923
325021.30000019073,0.004410753417286829,1169.3701778337677,0.9793769386397009,0.0005854494,198.923
325031.30000019073,0.004412975936018764,1169.414307593128,0.9798704333753668,0.0005857443999999999,198.701
325041.30000019073,0.004410753417286829,1169.4584151273007,0.9793769386397009,0.0005854494,198.923
325051.30000019073,0.004412975936018764,1169.5025448866609,0.9798704333753668,0.0005857443999999999,198.923
325061.30000019073,0.004417420973482631,1169.5467190963957,0.9808574228466983,0.0005863343999999999,198.701
325071.30000019073,0.004419643492214565,1169.590915531318,0.981350917582364,0.0005866293999999999,199.145
325081.30000019073,0.004412975936018764,1169.6350452906781,0.9798704333753668,0.0005857443999999999,198.923
325091.30000019073,0.004410753417286829,1169.679152824851,0.9793769386397009,0.0005854494,199.145
325101.30000019073,0.0044151984547506976,1169.7233048093983,0.9803639281110326,0.0005860393999999999,198.923
325111.30000019073,0.0044218660109465,1169.7675234695078,0.9818444123180299,0.0005869243999999999,198.923
325121.30000019073,0.004412975936018764,1169.811653228868,0.9798704333753668,0.0005857443999999999,199.366
325131.30000019073,0.0044151984547506976,1169.8558052134154,0.9803639281110326,0.0005860393999999999,198.923
325141.30000019073,0.004419643492214565,1169.9000016483376,0.981350917582364,0.0005866293999999999,199.145
325151.30000019073,0.004417420973482631,1169.9441758580724,0.9808574228466983,0.0005863343999999999,198.923
325161.30000019073,0.004417420973482631,1169.9883500678072,0.9808574228466983,0.0005863343999999999,199.145
325171.30000019073,0.004408530898554894,1170.0324353767928,0.9788834439040347,0.0005851543999999999,198.923
325181.30000019073,0.0044151984547506976,1170.0765873613402,0.9803639281110326,0.0005860393999999999,199.145
